marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Single,Private,Male,0,Yes,PhD,Mercedes-Benz,Yellow,1999,0,Suburban,28542.07,107728.44,0
Single,Private,Female,0,Yes,High School,Mercedes-Benz,Puce,1984,0,Rural,87898.54,209882.76,0
Divorced,Private,Male,0,No,Bachelors,Chevrolet,Indigo,1978,0,Rural,85240.75,54766.59,0
Single,Private,Female,0,No,High School,Nissan,Green,1999,0,Suburban,17048.93,111322.93,0
Single,Commercial,Female,0,No,High School,GMC,Green,2007,0,Urban,17868.16,73748.98,0
Single,Commercial,Male,0,No,Bachelors,Chevrolet,Turquoise,1998,0,Highly Rural,62049.84,116942.11,0
Single,Private,Female,0,No,Bachelors,Kia,Teal,2003,0,Rural,56307.06,159319.03,0
Divorced,Private,Male,0,No,High School,Nissan,Green,1997,0,Rural,20784.58,195292.31,0
Seperated,Private,Male,0,No,High School,Toyota,Violet,2012,0,Urban,18513.34,176386.64,0
Single,Private,Male,2,Yes,High School,Oldsmobile,Fuscia,1996,0,Rural,12173.39,53028.5,0
Married,Private,Female,0,No,Bachelors,Mazda,Indigo,1995,0,Highly Rural,56233.05,201735.01,0
Divorced,Private,Female,0,No,High School,Chevrolet,Maroon,2007,0,Suburban,85912.6,238529.28,0
Divorced,Private,Male,0,No,High School,BMW,Turquoise,2005,0,Highly Rural,46231.08,164352.39,0
Married,Private,Female,0,No,Bachelors,Kia,Red,2004,0,Urban,28353.1,134269.55,0
Married,Private,Male,1,Yes,Bachelors,Oldsmobile,Red,2001,1,Highly Rural,55501.43,109078.18,55501.43
Married,Private,Male,0,No,Masters,BMW,Blue,2012,0,Urban,63788.84,230618.76,0
Married,Commercial,Female,0,Yes,PhD,Subaru,Teal,2003,0,Highly Urban,54836.83,93358.07,0
Married,Commercial,Male,0,No,Bachelors,Suzuki,Puce,2004,0,Urban,91236.38,112362.81,0
Single,Private,Female,0,No,PhD,Saturn,Orange,2003,0,Urban,58734.8,123539.25,0
Married,Private,Female,0,No,High School,Acura,Blue,1998,0,Suburban,21070.25,177608.58,0
Seperated,Commercial,Male,0,No,High School,Pontiac,Red,1974,1,Rural,2484.19,193933.61,2484.19
Married,Private,Male,0,No,High School,Isuzu,Turquoise,2008,2,Suburban,49130.96,216157.06,24565.48
Seperated,Private,Male,0,No,Masters,Spyker,Teal,2007,0,Urban,55619.72,64334.87,0
Single,Commercial,Male,0,Yes,High School,Hyundai,Mauv,2004,0,Rural,51553.52,70171.73,0
Divorced,Private,Female,1,Yes,Masters,Hyundai,Teal,2009,3,Urban,92669.75,104854.77,30889.91667
Divorced,Private,Female,0,No,High School,Kia,Blue,2012,0,Suburban,63081.37,116483.8,0
Single,Private,Female,0,No,Bachelors,Mercury,Khaki,1993,0,Highly Rural,61891.57,147080.83,0
Married,Private,Male,0,No,Bachelors,Land Rover,Indigo,2007,1,Suburban,25441.35,70598.88,25441.35
Married,Private,Male,0,No,Bachelors,Toyota,Green,2009,0,Highly Rural,41258.66,195215.95,0
Married,Private,Female,0,No,Masters,Mitsubishi,Blue,1998,0,Highly Urban,65314.23,174515.17,0
Married,Private,Female,2,Yes,Bachelors,Mitsubishi,Red,1990,0,Urban,92459.69,71003.22,0
Married,Private,Female,1,Yes,Masters,Volvo,Red,2011,1,Rural,43564.31,56910.83,43564.31
Single,Commercial,Male,0,No,Bachelors,Hummer,Aquamarine,2003,0,Urban,83430.29,103089.03,0
Single,Private,Male,0,No,High School,Volkswagen,Teal,2011,3,Rural,82493.58,117304.51,27497.86
Single,Private,Male,0,No,Bachelors,Mitsubishi,Maroon,2002,0,Highly Rural,25281.27,204102.02,0
Single,Private,Female,0,No,Bachelors,Toyota,Red,2008,2,Urban,8744.42,105742.54,4372.21
Married,Private,Male,0,No,High School,Pontiac,Mauv,1987,4,Rural,44858.9,60660.99,11214.725
Divorced,Private,Female,1,Yes,High School,Toyota,Khaki,1993,0,Highly Rural,8815.92,144377.94,0
Single,Private,Male,0,No,Bachelors,Saab,Puce,2007,0,Highly Urban,42012.47,214350.44,0
Single,Private,Male,0,No,High School,Land Rover,Pink,2011,0,Suburban,63778.48,161390,0
Divorced,Commercial,Male,0,No,Bachelors,Buick,Mauv,1990,4,Rural,43386.81,199750.6,10846.7025
Single,Private,Female,0,No,High School,Lincoln,Khaki,2012,0,Urban,19747.37,244614.19,0
Single,Private,Male,0,No,High School,Lexus,Indigo,2006,1,Rural,7998.2,46211.62,7998.2
Seperated,Private,Female,0,No,Bachelors,Nissan,Turquoise,2012,0,Urban,82355.44,161441.82,0
Single,Private,Male,0,No,Bachelors,Toyota,Fuscia,1983,0,Rural,99711.53,152019.71,0
Single,Private,Male,0,Yes,Bachelors,Chevrolet,Crimson,2009,1,Suburban,64288.15,135643.55,64288.15
Married,Private,Male,0,No,Bachelors,Toyota,Puce,2003,1,Rural,88293.42,247520.64,88293.42
Seperated,Private,Male,0,No,Masters,GMC,Maroon,2012,0,Highly Urban,48414.02,135837.45,0
Divorced,Private,Female,1,Yes,High School,Hummer,Mauv,2003,0,Suburban,20481.9,144840.19,0
Married,Private,Male,0,Yes,Bachelors,Ford,Red,2013,2,Highly Urban,9921.04,117945.68,4960.52
Married,Private,Female,0,No,Bachelors,Buick,Orange,1988,0,Rural,96830.47,163163.6,0
Single,Commercial,Male,0,No,Bachelors,Lexus,Crimson,2006,1,Suburban,55077.13,79815.46,55077.13
Married,Private,Male,0,No,PhD,Kia,Puce,2007,0,Urban,65325.76,132789.68,0
Married,Private,Male,0,Yes,High School,Scion,Mauv,2004,1,Urban,91764.58,96779.15,91764.58
Single,Commercial,Male,1,Yes,Bachelors,Jeep,Yellow,2001,1,Urban,56545.35,210350.06,56545.35
Married,Private,Female,0,Yes,High School,Chevrolet,Maroon,1998,0,Highly Rural,33863.07,246358.8,0
Single,Commercial,Male,0,No,High School,Geo,Green,1993,0,Highly Rural,46737.58,173553.33,0
Married,Private,Female,0,Yes,Bachelors,Mercedes-Benz,Purple,1993,0,Rural,44755.8,125587.84,0
Single,Private,Female,1,Yes,PhD,Audi,Maroon,1999,0,Urban,1980.86,188119.31,0
Seperated,Private,Male,0,Yes,Bachelors,Audi,Goldenrod,1995,0,Highly Rural,92073.98,209931.55,0
Married,Private,Female,1,Yes,Bachelors,Saturn,Violet,2004,0,Urban,38526.72,101727.61,0
Married,Private,Male,0,No,Masters,Oldsmobile,Khaki,2002,0,Suburban,1600.69,79458.8,0
Seperated,Private,Female,1,Yes,Bachelors,Honda,Purple,1994,0,Highly Rural,42037.48,133598.99,0
Single,Private,Male,3,Yes,Bachelors,Chevrolet,Blue,2012,0,Highly Urban,41450.01,126619.52,0
Married,Private,Male,0,No,High School,Ford,Indigo,2012,0,Suburban,91577.55,176380.29,0
Single,Private,Male,2,Yes,High School,Saab,Green,1999,0,Highly Urban,451.86,103786.3,0
Single,Commercial,Female,0,No,Masters,BMW,Green,1995,0,Highly Urban,8212.41,179138.97,0
Married,Private,Male,0,No,PhD,Ford,Fuscia,2006,0,Highly Urban,39181.44,187335.78,0
Single,Private,Male,0,Yes,High School,BMW,Violet,2010,3,Highly Urban,75775.33,247309.5,25258.44333
Seperated,Private,Female,3,Yes,High School,GMC,Indigo,2004,1,Urban,23707.85,77000.54,23707.85
Married,Commercial,Female,1,Yes,Bachelors,Audi,Aquamarine,2011,0,Highly Urban,47014.17,184614.7,0
Single,Commercial,Female,1,Yes,Bachelors,Scion,Fuscia,2010,2,Highly Rural,43063.49,52962.18,21531.745
Married,Private,Male,0,No,Masters,Nissan,Crimson,2010,0,Suburban,5330.01,241381.02,0
Divorced,Private,Male,2,Yes,Bachelors,Lincoln,Fuscia,2000,0,Urban,65515.24,47423.03,0
Married,Commercial,Male,0,No,Bachelors,Chrysler,Pink,1996,0,Highly Urban,52326.59,247016.19,0
Single,Commercial,Male,0,No,PhD,Mitsubishi,Teal,2006,0,Suburban,35834.09,87194.76,0
Divorced,Private,Male,0,No,High School,Buick,Green,1986,2,Urban,18385.66,228210.87,9192.83
Single,Private,Male,0,No,Bachelors,Honda,Pink,2007,0,Suburban,27268.2,197507.66,0
Married,Private,Female,0,No,Bachelors,Mazda,Khaki,1993,4,Highly Rural,67346.88,173536.43,16836.72
Seperated,Private,Male,0,No,PhD,Volvo,Fuscia,2000,0,Highly Rural,13830.55,161247.31,0
Married,Private,Female,0,No,Bachelors,Saab,Aquamarine,1999,0,Highly Rural,99095.47,225855.29,0
Single,Private,Female,2,Yes,High School,Scion,Green,2007,0,Highly Urban,65055.58,94454.97,0
Married,Commercial,Male,2,Yes,Masters,Ferrari,Purple,2009,2,Urban,99325.86,78004.61,49662.93
Single,Private,Male,0,No,Bachelors,Dodge,Turquoise,1996,0,Suburban,45797.89,119131.94,0
Seperated,Private,Female,0,No,High School,Jeep,Pink,2010,0,Suburban,66918.63,245185.29,0
Single,Private,Female,0,No,Bachelors,Nissan,Fuscia,1995,0,Highly Rural,60603.02,82057.33,0
Single,Private,Female,0,No,High School,Jaguar,Puce,2008,1,Highly Rural,89170,244578.78,89170
Married,Commercial,Male,1,Yes,PhD,Mazda,Aquamarine,1996,0,Urban,15829.39,60099.23,0
Single,Commercial,Male,0,No,Bachelors,Mazda,Yellow,2007,0,Highly Rural,37439.31,165429.18,0
Single,Private,Male,2,Yes,High School,Kia,Aquamarine,2002,0,Suburban,93395.83,68551.94,0
Single,Private,Male,2,Yes,High School,Mitsubishi,Aquamarine,1988,0,Urban,48061.59,121787.17,0
Married,Private,Female,0,No,Masters,Acura,Red,1993,0,Highly Rural,25479,65368.13,0
Divorced,Private,Female,0,No,Bachelors,Ford,Indigo,1964,0,Highly Urban,97765.68,100298.86,0
Single,Private,Female,0,No,PhD,Volkswagen,Indigo,1996,0,Rural,83368.8,175597.13,0
Single,Private,Female,0,No,Bachelors,Mercedes-Benz,Mauv,2000,0,Highly Rural,28700.08,147202.1,0
Divorced,Commercial,Male,0,No,High School,Jaguar,Fuscia,1996,0,Suburban,59467.96,83760.23,0
Single,Private,Female,2,Yes,Masters,Mercedes-Benz,Puce,2006,1,Highly Rural,17631.7,96235.21,17631.7
Married,Private,Male,1,Yes,Masters,Oldsmobile,Orange,1992,2,Rural,77100.08,247220.62,38550.04
Married,Private,Male,1,Yes,Masters,Toyota,Blue,2003,0,Highly Rural,60572.71,115853.69,0
Married,Private,Male,0,No,High School,Honda,Orange,2011,0,Rural,95690.88,64822.19,0
Single,Private,Male,2,Yes,Bachelors,Pontiac,Purple,1990,0,Rural,58120.43,108447.83,0
Seperated,Private,Male,0,No,Bachelors,GMC,Teal,1993,0,Highly Rural,73259.95,61720.94,0
Married,Private,Female,0,No,Bachelors,Buick,Puce,1995,2,Rural,27526.27,117759.29,13763.135
Single,Private,Male,0,No,High School,Cadillac,Maroon,2006,0,Rural,87801.37,74881.12,0
Divorced,Private,Female,2,Yes,Bachelors,Volkswagen,Teal,1999,0,Highly Rural,93397.21,98782.53,0
Single,Commercial,Female,0,Yes,Bachelors,Kia,Yellow,1994,0,Highly Rural,94513.84,140348.55,0
Married,Private,Male,0,No,High School,Kia,Mauv,2004,0,Suburban,6955.24,242191.44,0
Married,Commercial,Male,0,No,PhD,GMC,Goldenrod,1998,0,Rural,7889.91,157280.23,0
Single,Commercial,Female,2,Yes,Bachelors,Saturn,Green,2007,0,Highly Urban,98475.4,128593.05,0
Single,Private,Female,1,Yes,Bachelors,Ford,Violet,1988,0,Rural,55173.81,75587.72,0
Single,Commercial,Male,0,No,Bachelors,Honda,Yellow,1992,0,Suburban,32667.05,248549.4,0
Divorced,Private,Female,0,No,Bachelors,Ford,Maroon,2006,0,Urban,21156.9,117813.66,0
Single,Private,Female,0,No,Bachelors,Volkswagen,Indigo,1987,0,Rural,65725.5,217973.81,0
Single,Private,Male,0,No,Bachelors,Chevrolet,Mauv,2005,0,Rural,28122.84,128413.21,0
Seperated,Private,Female,1,Yes,Bachelors,Mitsubishi,Blue,2002,0,Suburban,40651.79,190997.28,0
Divorced,Private,Female,0,No,Bachelors,Toyota,Crimson,2001,0,Rural,9872.26,237509.45,0
Divorced,Private,Male,1,Yes,High School,Pontiac,Goldenrod,2002,1,Highly Rural,89301.26,58470.29,89301.26
Single,Private,Female,0,Yes,Bachelors,Nissan,Green,2012,0,Highly Urban,68071.62,218290.81,0
Seperated,Private,Female,1,Yes,Masters,Mazda,Orange,2002,0,Urban,93034.46,173207.69,0
Single,Private,Female,0,Yes,Bachelors,Mitsubishi,Khaki,1986,0,Urban,57764.18,59416.34,0
Divorced,Commercial,Female,1,Yes,High School,Mitsubishi,Violet,1988,0,Rural,94296.38,218675.1,0
Single,Private,Male,1,Yes,Masters,Infiniti,Green,2004,2,Rural,59664.51,177323.11,29832.255
Divorced,Private,Female,0,Yes,Bachelors,Volkswagen,Crimson,1986,4,Highly Urban,85.91,64877.32,21.4775
Married,Private,Female,0,No,Bachelors,Lincoln,Goldenrod,1992,0,Rural,11065.47,118598.78,0
Single,Private,Male,0,No,High School,Hyundai,Goldenrod,2005,0,Urban,86883.56,234054.47,0
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Orange,2005,0,Rural,97435.75,203812.08,0
Single,Private,Male,0,No,High School,Mazda,Goldenrod,1997,0,Suburban,67262.09,119831.62,0
Married,Private,Female,0,No,High School,Volvo,Purple,1997,0,Highly Rural,58966.07,131944.02,0
Divorced,Commercial,Male,0,No,Bachelors,Audi,Turquoise,2004,0,Suburban,24314.73,190564.14,0
Married,Private,Male,0,No,High School,Infiniti,Khaki,2008,0,Rural,95244.27,191670.08,0
Married,Commercial,Male,2,Yes,PhD,Ford,Khaki,1969,0,Highly Rural,88785.84,117586.39,0
Single,Private,Male,0,No,High School,Lexus,Indigo,2005,0,Rural,59098.22,231988.17,0
Single,Private,Female,1,Yes,Bachelors,Toyota,Violet,2003,1,Rural,99807.06,145400.05,99807.06
Married,Commercial,Female,0,No,Bachelors,Saturn,Blue,2009,1,Urban,37346.93,136560.26,37346.93
Single,Private,Female,0,No,Bachelors,Pontiac,Yellow,1994,0,Suburban,7259.15,116937.28,0
Married,Private,Female,0,No,High School,Toyota,Crimson,2004,0,Urban,18891.65,48098.41,0
Married,Private,Male,0,No,High School,Toyota,Orange,1993,0,Suburban,80122.7,86029.99,0
Married,Private,Female,0,Yes,High School,Plymouth,Blue,1994,0,Highly Rural,47008.84,239349.41,0
Divorced,Private,Male,1,Yes,PhD,Chevrolet,Turquoise,2000,0,Suburban,76358.22,109041.67,0
Single,Private,Female,0,No,Bachelors,Eagle,Yellow,1996,0,Highly Urban,13300.44,86288.14,0
Single,Private,Male,0,No,PhD,Ford,Goldenrod,1997,0,Rural,51166.08,154771.76,0
Seperated,Private,Male,0,No,Bachelors,Ford,Puce,1992,0,Rural,1861.29,181489.96,0
Married,Commercial,Female,1,Yes,Bachelors,Suzuki,Pink,2002,0,Urban,37565.65,169115.83,0
Single,Private,Male,0,No,Bachelors,Oldsmobile,Turquoise,2001,0,Rural,63964.14,232297.21,0
Married,Private,Male,0,No,Masters,Mazda,Fuscia,1993,0,Suburban,70371.51,148144.78,0
Married,Private,Female,1,Yes,Masters,Mazda,Khaki,2012,1,Urban,51627.96,215459.35,51627.96
Single,Private,Female,0,No,High School,Ford,Aquamarine,2012,0,Rural,79614.26,149225.17,0
Married,Private,Male,2,Yes,High School,Dodge,Teal,1993,0,Highly Rural,75011.03,247844.94,0
Married,Private,Female,3,Yes,Bachelors,Nissan,Crimson,2004,0,Highly Urban,70777.17,80521.47,0
Divorced,Private,Male,1,Yes,High School,Lincoln,Crimson,2008,0,Highly Rural,56740.79,111590.8,0
Married,Private,Female,0,No,Bachelors,Mercedes-Benz,Goldenrod,2007,0,Rural,19451.66,128451.17,0
Married,Private,Male,2,Yes,PhD,Ford,Turquoise,1992,0,Highly Urban,90129.63,181893.66,0
Single,Private,Male,0,No,Bachelors,Hyundai,Puce,2005,0,Highly Urban,24034.95,233492.73,0
Single,Private,Male,0,No,PhD,Ford,Turquoise,2005,0,Suburban,34513.96,55099.43,0
Single,Private,Female,0,No,High School,Suzuki,Teal,1988,0,Suburban,64117.62,110241.43,0
Single,Private,Female,0,No,High School,Ford,Indigo,2010,0,Rural,88176.77,140799.77,0
Single,Private,Female,2,Yes,High School,GMC,Indigo,2006,0,Suburban,24283.51,213034.88,0
Married,Private,Female,0,No,Bachelors,Buick,Blue,2002,0,Highly Rural,32476.16,119120.09,0
Married,Commercial,Male,1,Yes,Bachelors,Plymouth,Green,1995,2,Urban,69333.68,59849.5,34666.84
Single,Private,Female,1,Yes,High School,Saturn,Yellow,2002,0,Highly Rural,86956.59,163543.09,0
Single,Private,Male,0,Yes,Masters,Honda,Pink,2005,0,Rural,14233.66,125806.47,0
Married,Commercial,Male,0,No,Bachelors,Chrysler,Crimson,1992,0,Highly Rural,16739.63,65975.09,0
Married,Private,Male,0,No,Bachelors,Chrysler,Indigo,1993,0,Highly Urban,72369.44,86826.29,0
Married,Private,Female,0,Yes,Bachelors,Hummer,Turquoise,1995,3,Highly Urban,95052.36,231397.24,31684.12
Single,Private,Male,0,Yes,High School,Acura,Puce,2009,0,Highly Urban,98408,153380.06,0
Single,Private,Female,2,Yes,Bachelors,BMW,Fuscia,2006,0,Suburban,46857.01,72747.72,0
Married,Private,Female,0,No,Masters,Toyota,Blue,2011,0,Rural,80745.11,232036.08,0
Married,Private,Female,2,Yes,Bachelors,Dodge,Indigo,2000,0,Highly Urban,46014.47,170617.3,0
Single,Private,Female,0,No,PhD,Subaru,Teal,1998,0,Highly Urban,44522.08,146852.72,0
Divorced,Private,Male,0,No,Bachelors,Volvo,Green,2001,1,Rural,70556.78,188978.61,70556.78
Married,Private,Female,2,Yes,Bachelors,Maserati,Red,1990,0,Suburban,30540.61,247673.55,0
Single,Private,Male,0,Yes,Masters,Dodge,Yellow,1997,0,Urban,42725.94,118534.13,0
Married,Private,Male,1,Yes,Bachelors,Land Rover,Teal,1992,0,Highly Urban,13085.94,217660.37,0
Married,Private,Male,1,Yes,Bachelors,Dodge,Pink,2006,1,Suburban,35080.41,211694.74,35080.41
Married,Private,Female,0,No,Masters,GMC,Fuscia,2009,0,Suburban,39915.01,177711.34,0
Single,Private,Male,0,No,Bachelors,Lincoln,Puce,2011,0,Highly Rural,64492.97,129327.56,0
Married,Private,Male,0,No,High School,Chevrolet,Pink,2010,0,Rural,83062.05,84765.65,0
Married,Commercial,Male,0,No,Masters,Chevrolet,Pink,2000,0,Rural,87655.96,222571.57,0
Single,Private,Male,0,No,Bachelors,Chevrolet,Khaki,2004,1,Highly Rural,65279.54,147746.05,65279.54
Single,Private,Male,0,No,High School,Porsche,Teal,1997,0,Rural,91022.48,113285.68,0
Single,Private,Male,1,Yes,Masters,Dodge,Orange,2002,1,Suburban,18109.52,154708.02,18109.52
Divorced,Commercial,Male,0,No,Masters,Cadillac,Goldenrod,2009,0,Highly Rural,4603.33,108971.29,0
Single,Private,Male,0,Yes,High School,Suzuki,Green,1992,0,Rural,62766.58,179907.7,0
Single,Private,Male,3,Yes,High School,Scion,Puce,2009,0,Highly Urban,96397.3,141168.87,0
Single,Private,Male,0,No,Bachelors,Dodge,Crimson,1999,0,Suburban,82214.32,184916.08,0
Single,Private,Male,0,No,High School,Porsche,Blue,1988,0,Suburban,88439.16,191303,0
Single,Private,Female,0,No,Bachelors,Subaru,Green,2009,1,Urban,11019.32,149273.13,11019.32
Married,Commercial,Male,0,No,Bachelors,Corbin,Maroon,1999,0,Urban,45841.62,229509.88,0
Married,Private,Male,0,No,High School,Mazda,Violet,1995,1,Urban,34923.32,200683.26,34923.32
Married,Private,Female,0,No,Bachelors,Cadillac,Aquamarine,2002,1,Highly Rural,9276.3,130873.88,9276.3
Married,Private,Male,1,Yes,Bachelors,Hummer,Turquoise,1999,4,Highly Urban,46891.66,229485.55,11722.915
Single,Private,Female,0,Yes,Bachelors,Oldsmobile,Crimson,1999,2,Suburban,33822.98,148861.25,16911.49
Married,Commercial,Female,0,No,Bachelors,Ram,Purple,2012,0,Rural,7528,189920.15,0
Single,Private,Female,0,No,Bachelors,Pontiac,Indigo,1998,0,Highly Rural,22063.93,114694.11,0
Divorced,Private,Female,0,No,High School,GMC,Goldenrod,2004,0,Rural,24884.14,114581.81,0
Married,Private,Female,0,Yes,Bachelors,Subaru,Green,1997,3,Highly Rural,19206.23,148132.12,6402.076667
Married,Private,Female,0,No,Bachelors,Volkswagen,Purple,1995,0,Highly Rural,43580.48,102226.13,0
Single,Private,Female,0,No,PhD,GMC,Indigo,2005,4,Rural,26849.57,112133.33,6712.3925
Single,Private,Female,0,No,High School,Mitsubishi,Blue,2007,0,Suburban,42474.55,249590.54,0
Single,Private,Female,0,No,Bachelors,Volkswagen,Aquamarine,2005,0,Urban,31212.44,143318.66,0
Divorced,Commercial,Female,0,No,Bachelors,Dodge,Pink,1994,0,Rural,36048.87,127633.55,0
Single,Commercial,Male,0,Yes,High School,Subaru,Yellow,1995,0,Highly Urban,9498.12,192891.87,0
Seperated,Private,Male,0,No,High School,BMW,Aquamarine,2008,0,Rural,49514.07,136907.85,0
Married,Private,Male,0,Yes,High School,Pontiac,Aquamarine,1993,0,Rural,81932.06,200955.13,0
Married,Commercial,Female,0,No,Bachelors,Oldsmobile,Mauv,1998,1,Highly Urban,98269.07,147180.24,98269.07
Single,Private,Male,0,Yes,Masters,Audi,Teal,2007,4,Rural,45769.06,234679.17,11442.265
Single,Private,Male,0,Yes,Masters,Ford,Orange,1992,0,Rural,83274.4,47746.03,0
Single,Commercial,Female,1,Yes,Masters,Ford,Teal,2002,1,Rural,89914.91,236828.29,89914.91
Single,Private,Female,0,No,Bachelors,Mitsubishi,Indigo,2007,0,Highly Urban,35473.61,192501.85,0
Single,Private,Male,2,Yes,Masters,Mercedes-Benz,Pink,1999,1,Rural,92336.21,157816.4,92336.21
Divorced,Private,Male,0,No,Bachelors,Oldsmobile,Teal,2000,0,Rural,12198.92,237634.85,0
Married,Private,Female,0,No,PhD,Chevrolet,Orange,2011,0,Urban,12741.51,137044.44,0
Seperated,Commercial,Female,0,No,Bachelors,Chevrolet,Fuscia,2000,0,Highly Urban,31762.32,140330.74,0
Single,Private,Male,0,No,Bachelors,Kia,Green,2009,0,Highly Urban,22856.38,96067.47,0
Single,Private,Female,0,No,PhD,Ford,Yellow,2010,2,Highly Rural,81304.16,175507.88,40652.08
Divorced,Commercial,Male,0,No,PhD,Isuzu,Indigo,1996,2,Highly Urban,69496.5,96803.11,34748.25
Single,Private,Female,0,No,High School,Volkswagen,Orange,1986,1,Suburban,99661.62,135180.54,99661.62
Married,Private,Male,2,Yes,Bachelors,Toyota,Yellow,1985,0,Rural,51037.18,72267.1,0
Divorced,Private,Male,0,No,High School,Nissan,Crimson,1998,0,Highly Rural,88974.31,109805.19,0
Single,Private,Male,0,No,Bachelors,Nissan,Purple,1994,0,Highly Rural,45602.45,243522.65,0
Married,Private,Female,0,No,Bachelors,Suzuki,Mauv,2001,0,Rural,21447,146828.31,0
Seperated,Commercial,Male,0,No,PhD,Cadillac,Red,2009,0,Highly Urban,38203.72,213543.55,0
Single,Commercial,Male,2,Yes,Masters,Audi,Maroon,2009,0,Highly Urban,46457.58,227684.71,0
Seperated,Commercial,Male,0,Yes,High School,GMC,Puce,2005,0,Urban,61045.11,49953.41,0
Divorced,Private,Male,0,No,Bachelors,Dodge,Aquamarine,2010,4,Suburban,73825.14,109125.43,18456.285
Married,Private,Female,1,Yes,Bachelors,GMC,Yellow,2003,0,Highly Rural,16977.53,158944.59,0
Single,Private,Female,0,Yes,Masters,BMW,Purple,2007,0,Rural,28458.96,132382.02,0
Married,Private,Female,0,No,High School,Mercedes-Benz,Purple,2012,0,Highly Urban,68130.79,179111.36,0
Single,Private,Male,0,No,High School,GMC,Puce,2008,0,Suburban,35498.96,173177.28,0
Married,Private,Female,0,No,High School,Dodge,Red,1968,1,Rural,68238.53,110464.7,68238.53
Single,Private,Male,0,No,Bachelors,Toyota,Crimson,2005,0,Suburban,29964.19,66101.85,0
Married,Commercial,Male,0,Yes,Bachelors,Ford,Pink,1979,0,Rural,55955.14,238388.49,0
Married,Private,Male,0,Yes,Bachelors,Honda,Crimson,2003,0,Urban,29215.11,46082.52,0
Married,Private,Male,0,No,PhD,Mitsubishi,Goldenrod,1995,0,Highly Rural,4921.46,115082.92,0
Married,Private,Male,0,Yes,Bachelors,Ford,Aquamarine,1992,0,Rural,90809.91,201306.16,0
